Name,Degree,Student,Module,Class,Start Date,End Date,Year,Academic Year
ERP_20082_Enrolment_CSE-839,BSc Computer Science,Jason Bond,Mesh B2C Relationships,CSE-839_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20082_Enrolment_CSE-273,BSc Computer Science,Jason Bond,Leverage End-To-End Methodologies,CSE-273_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20082_Enrolment_CSE-931,BSc Computer Science,Jason Bond,Deploy Holistic Mindshare,CSE-931_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20082_Enrolment_CSE-926,BSc Computer Science,Jason Bond,Extend Real-Time Solutions,CSE-926_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20083_Enrolment_CSE-191,BSc Computer Science,Jacob House,Mesh Extensible Systems,CSE-191_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20083_Enrolment_CSE-181,BSc Computer Science,Jacob House,Orchestrate Extensible Vortals,CSE-181_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20083_Enrolment_CSE-798,BSc Computer Science,Jacob House,Enable Cross-Platform Methodologies,CSE-798_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20083_Enrolment_CSE-307,BSc Computer Science,Jacob House,Enhance Cutting-Edge Markets,CSE-307_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20083_Enrolment_CSE-925,BSc Computer Science,Jacob House,E-Enable Strategic Info-Mediaries,CSE-925_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20083_Enrolment_CSE-223,BSc Computer Science,Jacob House,Facilitate Cutting-Edge Experiences,CSE-223_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20083_Enrolment_CSE-839,BSc Computer Science,Jacob House,Mesh B2C Relationships,CSE-839_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20083_Enrolment_CSE-273,BSc Computer Science,Jacob House,Leverage End-To-End Methodologies,CSE-273_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20083_Enrolment_CSE-931,BSc Computer Science,Jacob House,Deploy Holistic Mindshare,CSE-931_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20083_Enrolment_CSE-926,BSc Computer Science,Jacob House,Extend Real-Time Solutions,CSE-926_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20084_Enrolment_CSE-191,BSc Computer Science,Sherry Newton,Mesh Extensible Systems,CSE-191_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20084_Enrolment_CSE-181,BSc Computer Science,Sherry Newton,Orchestrate Extensible Vortals,CSE-181_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20084_Enrolment_CSE-798,BSc Computer Science,Sherry Newton,Enable Cross-Platform Methodologies,CSE-798_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20084_Enrolment_CSE-307,BSc Computer Science,Sherry Newton,Enhance Cutting-Edge Markets,CSE-307_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20084_Enrolment_CSE-925,BSc Computer Science,Sherry Newton,E-Enable Strategic Info-Mediaries,CSE-925_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20084_Enrolment_CSE-223,BSc Computer Science,Sherry Newton,Facilitate Cutting-Edge Experiences,CSE-223_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20084_Enrolment_CSE-839,BSc Computer Science,Sherry Newton,Mesh B2C Relationships,CSE-839_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20084_Enrolment_CSE-273,BSc Computer Science,Sherry Newton,Leverage End-To-End Methodologies,CSE-273_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20084_Enrolment_CSE-931,BSc Computer Science,Sherry Newton,Deploy Holistic Mindshare,CSE-931_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20084_Enrolment_CSE-926,BSc Computer Science,Sherry Newton,Extend Real-Time Solutions,CSE-926_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20085_Enrolment_CSE-191,BSc Computer Science,James Walker,Mesh Extensible Systems,CSE-191_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20085_Enrolment_CSE-181,BSc Computer Science,James Walker,Orchestrate Extensible Vortals,CSE-181_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20085_Enrolment_CSE-798,BSc Computer Science,James Walker,Enable Cross-Platform Methodologies,CSE-798_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20085_Enrolment_CSE-307,BSc Computer Science,James Walker,Enhance Cutting-Edge Markets,CSE-307_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20085_Enrolment_CSE-925,BSc Computer Science,James Walker,E-Enable Strategic Info-Mediaries,CSE-925_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20085_Enrolment_CSE-223,BSc Computer Science,James Walker,Facilitate Cutting-Edge Experiences,CSE-223_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20085_Enrolment_CSE-839,BSc Computer Science,James Walker,Mesh B2C Relationships,CSE-839_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20085_Enrolment_CSE-273,BSc Computer Science,James Walker,Leverage End-To-End Methodologies,CSE-273_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20085_Enrolment_CSE-931,BSc Computer Science,James Walker,Deploy Holistic Mindshare,CSE-931_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20085_Enrolment_CSE-926,BSc Computer Science,James Walker,Extend Real-Time Solutions,CSE-926_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20086_Enrolment_CSE-191,BSc Computer Science,Shelly Rodgers,Mesh Extensible Systems,CSE-191_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20086_Enrolment_CSE-181,BSc Computer Science,Shelly Rodgers,Orchestrate Extensible Vortals,CSE-181_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20086_Enrolment_CSE-798,BSc Computer Science,Shelly Rodgers,Enable Cross-Platform Methodologies,CSE-798_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20086_Enrolment_CSE-307,BSc Computer Science,Shelly Rodgers,Enhance Cutting-Edge Markets,CSE-307_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20086_Enrolment_CSE-925,BSc Computer Science,Shelly Rodgers,E-Enable Strategic Info-Mediaries,CSE-925_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20086_Enrolment_CSE-223,BSc Computer Science,Shelly Rodgers,Facilitate Cutting-Edge Experiences,CSE-223_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20086_Enrolment_CSE-839,BSc Computer Science,Shelly Rodgers,Mesh B2C Relationships,CSE-839_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20086_Enrolment_CSE-273,BSc Computer Science,Shelly Rodgers,Leverage End-To-End Methodologies,CSE-273_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20086_Enrolment_CSE-931,BSc Computer Science,Shelly Rodgers,Deploy Holistic Mindshare,CSE-931_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20086_Enrolment_CSE-926,BSc Computer Science,Shelly Rodgers,Extend Real-Time Solutions,CSE-926_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20087_Enrolment_CSE-191,BSc Computer Science,Tamara Travis,Mesh Extensible Systems,CSE-191_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20087_Enrolment_CSE-181,BSc Computer Science,Tamara Travis,Orchestrate Extensible Vortals,CSE-181_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20087_Enrolment_CSE-798,BSc Computer Science,Tamara Travis,Enable Cross-Platform Methodologies,CSE-798_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20087_Enrolment_CSE-307,BSc Computer Science,Tamara Travis,Enhance Cutting-Edge Markets,CSE-307_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20087_Enrolment_CSE-925,BSc Computer Science,Tamara Travis,E-Enable Strategic Info-Mediaries,CSE-925_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20087_Enrolment_CSE-223,BSc Computer Science,Tamara Travis,Facilitate Cutting-Edge Experiences,CSE-223_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20087_Enrolment_CSE-839,BSc Computer Science,Tamara Travis,Mesh B2C Relationships,CSE-839_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20087_Enrolment_CSE-273,BSc Computer Science,Tamara Travis,Leverage End-To-End Methodologies,CSE-273_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20087_Enrolment_CSE-931,BSc Computer Science,Tamara Travis,Deploy Holistic Mindshare,CSE-931_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20087_Enrolment_CSE-926,BSc Computer Science,Tamara Travis,Extend Real-Time Solutions,CSE-926_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20088_Enrolment_CSE-191,BSc Computer Science,Crystal Hall,Mesh Extensible Systems,CSE-191_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20088_Enrolment_CSE-181,BSc Computer Science,Crystal Hall,Orchestrate Extensible Vortals,CSE-181_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20088_Enrolment_CSE-798,BSc Computer Science,Crystal Hall,Enable Cross-Platform Methodologies,CSE-798_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20088_Enrolment_CSE-307,BSc Computer Science,Crystal Hall,Enhance Cutting-Edge Markets,CSE-307_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20088_Enrolment_CSE-925,BSc Computer Science,Crystal Hall,E-Enable Strategic Info-Mediaries,CSE-925_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20088_Enrolment_CSE-223,BSc Computer Science,Crystal Hall,Facilitate Cutting-Edge Experiences,CSE-223_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20088_Enrolment_CSE-839,BSc Computer Science,Crystal Hall,Mesh B2C Relationships,CSE-839_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20088_Enrolment_CSE-273,BSc Computer Science,Crystal Hall,Leverage End-To-End Methodologies,CSE-273_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20088_Enrolment_CSE-931,BSc Computer Science,Crystal Hall,Deploy Holistic Mindshare,CSE-931_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20088_Enrolment_CSE-926,BSc Computer Science,Crystal Hall,Extend Real-Time Solutions,CSE-926_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20089_Enrolment_CSE-191,BSc Computer Science,Rebecca Lewis,Mesh Extensible Systems,CSE-191_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20089_Enrolment_CSE-181,BSc Computer Science,Rebecca Lewis,Orchestrate Extensible Vortals,CSE-181_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20089_Enrolment_CSE-798,BSc Computer Science,Rebecca Lewis,Enable Cross-Platform Methodologies,CSE-798_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20089_Enrolment_CSE-307,BSc Computer Science,Rebecca Lewis,Enhance Cutting-Edge Markets,CSE-307_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20089_Enrolment_CSE-925,BSc Computer Science,Rebecca Lewis,E-Enable Strategic Info-Mediaries,CSE-925_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20089_Enrolment_CSE-223,BSc Computer Science,Rebecca Lewis,Facilitate Cutting-Edge Experiences,CSE-223_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20089_Enrolment_CSE-839,BSc Computer Science,Rebecca Lewis,Mesh B2C Relationships,CSE-839_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20089_Enrolment_CSE-273,BSc Computer Science,Rebecca Lewis,Leverage End-To-End Methodologies,CSE-273_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20089_Enrolment_CSE-931,BSc Computer Science,Rebecca Lewis,Deploy Holistic Mindshare,CSE-931_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20089_Enrolment_CSE-926,BSc Computer Science,Rebecca Lewis,Extend Real-Time Solutions,CSE-926_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20090_Enrolment_CSE-191,BSc Computer Science,Jonathan Krause,Mesh Extensible Systems,CSE-191_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20090_Enrolment_CSE-181,BSc Computer Science,Jonathan Krause,Orchestrate Extensible Vortals,CSE-181_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20090_Enrolment_CSE-798,BSc Computer Science,Jonathan Krause,Enable Cross-Platform Methodologies,CSE-798_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20090_Enrolment_CSE-307,BSc Computer Science,Jonathan Krause,Enhance Cutting-Edge Markets,CSE-307_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20090_Enrolment_CSE-925,BSc Computer Science,Jonathan Krause,E-Enable Strategic Info-Mediaries,CSE-925_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20090_Enrolment_CSE-223,BSc Computer Science,Jonathan Krause,Facilitate Cutting-Edge Experiences,CSE-223_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20090_Enrolment_CSE-839,BSc Computer Science,Jonathan Krause,Mesh B2C Relationships,CSE-839_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20090_Enrolment_CSE-273,BSc Computer Science,Jonathan Krause,Leverage End-To-End Methodologies,CSE-273_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20090_Enrolment_CSE-931,BSc Computer Science,Jonathan Krause,Deploy Holistic Mindshare,CSE-931_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20090_Enrolment_CSE-926,BSc Computer Science,Jonathan Krause,Extend Real-Time Solutions,CSE-926_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20091_Enrolment_CSE-191,BSc Computer Science,Richard Perez,Mesh Extensible Systems,CSE-191_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20091_Enrolment_CSE-181,BSc Computer Science,Richard Perez,Orchestrate Extensible Vortals,CSE-181_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20091_Enrolment_CSE-798,BSc Computer Science,Richard Perez,Enable Cross-Platform Methodologies,CSE-798_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20091_Enrolment_CSE-307,BSc Computer Science,Richard Perez,Enhance Cutting-Edge Markets,CSE-307_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20091_Enrolment_CSE-925,BSc Computer Science,Richard Perez,E-Enable Strategic Info-Mediaries,CSE-925_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20091_Enrolment_CSE-223,BSc Computer Science,Richard Perez,Facilitate Cutting-Edge Experiences,CSE-223_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20091_Enrolment_CSE-839,BSc Computer Science,Richard Perez,Mesh B2C Relationships,CSE-839_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20091_Enrolment_CSE-273,BSc Computer Science,Richard Perez,Leverage End-To-End Methodologies,CSE-273_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20091_Enrolment_CSE-931,BSc Computer Science,Richard Perez,Deploy Holistic Mindshare,CSE-931_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20091_Enrolment_CSE-926,BSc Computer Science,Richard Perez,Extend Real-Time Solutions,CSE-926_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20092_Enrolment_CSE-191,BSc Computer Science,Angela Chen,Mesh Extensible Systems,CSE-191_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20092_Enrolment_CSE-181,BSc Computer Science,Angela Chen,Orchestrate Extensible Vortals,CSE-181_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20092_Enrolment_CSE-798,BSc Computer Science,Angela Chen,Enable Cross-Platform Methodologies,CSE-798_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20092_Enrolment_CSE-307,BSc Computer Science,Angela Chen,Enhance Cutting-Edge Markets,CSE-307_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20092_Enrolment_CSE-925,BSc Computer Science,Angela Chen,E-Enable Strategic Info-Mediaries,CSE-925_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20092_Enrolment_CSE-223,BSc Computer Science,Angela Chen,Facilitate Cutting-Edge Experiences,CSE-223_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20092_Enrolment_CSE-839,BSc Computer Science,Angela Chen,Mesh B2C Relationships,CSE-839_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20092_Enrolment_CSE-273,BSc Computer Science,Angela Chen,Leverage End-To-End Methodologies,CSE-273_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20092_Enrolment_CSE-931,BSc Computer Science,Angela Chen,Deploy Holistic Mindshare,CSE-931_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20092_Enrolment_CSE-926,BSc Computer Science,Angela Chen,Extend Real-Time Solutions,CSE-926_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20093_Enrolment_CSE-191,BSc Computer Science,Cynthia Watson,Mesh Extensible Systems,CSE-191_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20093_Enrolment_CSE-181,BSc Computer Science,Cynthia Watson,Orchestrate Extensible Vortals,CSE-181_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20093_Enrolment_CSE-798,BSc Computer Science,Cynthia Watson,Enable Cross-Platform Methodologies,CSE-798_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20093_Enrolment_CSE-307,BSc Computer Science,Cynthia Watson,Enhance Cutting-Edge Markets,CSE-307_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20093_Enrolment_CSE-925,BSc Computer Science,Cynthia Watson,E-Enable Strategic Info-Mediaries,CSE-925_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20093_Enrolment_CSE-223,BSc Computer Science,Cynthia Watson,Facilitate Cutting-Edge Experiences,CSE-223_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20093_Enrolment_CSE-839,BSc Computer Science,Cynthia Watson,Mesh B2C Relationships,CSE-839_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20093_Enrolment_CSE-273,BSc Computer Science,Cynthia Watson,Leverage End-To-End Methodologies,CSE-273_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20093_Enrolment_CSE-931,BSc Computer Science,Cynthia Watson,Deploy Holistic Mindshare,CSE-931_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20093_Enrolment_CSE-926,BSc Computer Science,Cynthia Watson,Extend Real-Time Solutions,CSE-926_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20094_Enrolment_CSE-191,BSc Computer Science,Tiffany Nguyen,Mesh Extensible Systems,CSE-191_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20094_Enrolment_CSE-181,BSc Computer Science,Tiffany Nguyen,Orchestrate Extensible Vortals,CSE-181_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20094_Enrolment_CSE-798,BSc Computer Science,Tiffany Nguyen,Enable Cross-Platform Methodologies,CSE-798_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20094_Enrolment_CSE-307,BSc Computer Science,Tiffany Nguyen,Enhance Cutting-Edge Markets,CSE-307_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20094_Enrolment_CSE-925,BSc Computer Science,Tiffany Nguyen,E-Enable Strategic Info-Mediaries,CSE-925_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20094_Enrolment_CSE-223,BSc Computer Science,Tiffany Nguyen,Facilitate Cutting-Edge Experiences,CSE-223_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20094_Enrolment_CSE-839,BSc Computer Science,Tiffany Nguyen,Mesh B2C Relationships,CSE-839_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20094_Enrolment_CSE-273,BSc Computer Science,Tiffany Nguyen,Leverage End-To-End Methodologies,CSE-273_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20094_Enrolment_CSE-931,BSc Computer Science,Tiffany Nguyen,Deploy Holistic Mindshare,CSE-931_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20094_Enrolment_CSE-926,BSc Computer Science,Tiffany Nguyen,Extend Real-Time Solutions,CSE-926_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20095_Enrolment_CSE-191,BSc Computer Science,Elizabeth Tanner,Mesh Extensible Systems,CSE-191_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20095_Enrolment_CSE-181,BSc Computer Science,Elizabeth Tanner,Orchestrate Extensible Vortals,CSE-181_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20095_Enrolment_CSE-798,BSc Computer Science,Elizabeth Tanner,Enable Cross-Platform Methodologies,CSE-798_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20095_Enrolment_CSE-307,BSc Computer Science,Elizabeth Tanner,Enhance Cutting-Edge Markets,CSE-307_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20095_Enrolment_CSE-925,BSc Computer Science,Elizabeth Tanner,E-Enable Strategic Info-Mediaries,CSE-925_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20095_Enrolment_CSE-223,BSc Computer Science,Elizabeth Tanner,Facilitate Cutting-Edge Experiences,CSE-223_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20095_Enrolment_CSE-839,BSc Computer Science,Elizabeth Tanner,Mesh B2C Relationships,CSE-839_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20095_Enrolment_CSE-273,BSc Computer Science,Elizabeth Tanner,Leverage End-To-End Methodologies,CSE-273_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20095_Enrolment_CSE-931,BSc Computer Science,Elizabeth Tanner,Deploy Holistic Mindshare,CSE-931_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20095_Enrolment_CSE-926,BSc Computer Science,Elizabeth Tanner,Extend Real-Time Solutions,CSE-926_Class_3,08/11/2024,06/03/2024,Sophomore,2024
ERP_20096_Enrolment_CSE-191,BSc Computer Science,Jeanne Porter,Mesh Extensible Systems,CSE-191_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20096_Enrolment_CSE-181,BSc Computer Science,Jeanne Porter,Orchestrate Extensible Vortals,CSE-181_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20096_Enrolment_CSE-798,BSc Computer Science,Jeanne Porter,Enable Cross-Platform Methodologies,CSE-798_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20096_Enrolment_CSE-307,BSc Computer Science,Jeanne Porter,Enhance Cutting-Edge Markets,CSE-307_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20096_Enrolment_CSE-925,BSc Computer Science,Jeanne Porter,E-Enable Strategic Info-Mediaries,CSE-925_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20096_Enrolment_CSE-223,BSc Computer Science,Jeanne Porter,Facilitate Cutting-Edge Experiences,CSE-223_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20096_Enrolment_CSE-839,BSc Computer Science,Jeanne Porter,Mesh B2C Relationships,CSE-839_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20096_Enrolment_CSE-273,BSc Computer Science,Jeanne Porter,Leverage End-To-End Methodologies,CSE-273_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20096_Enrolment_CSE-931,BSc Computer Science,Jeanne Porter,Deploy Holistic Mindshare,CSE-931_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20096_Enrolment_CSE-926,BSc Computer Science,Jeanne Porter,Extend Real-Time Solutions,CSE-926_Class_2,08/11/2024,06/03/2024,Sophomore,2024
ERP_20097_Enrolment_CSE-191,BSc Computer Science,Desiree Cannon,Mesh Extensible Systems,CSE-191_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20097_Enrolment_CSE-181,BSc Computer Science,Desiree Cannon,Orchestrate Extensible Vortals,CSE-181_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20097_Enrolment_CSE-798,BSc Computer Science,Desiree Cannon,Enable Cross-Platform Methodologies,CSE-798_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20097_Enrolment_CSE-307,BSc Computer Science,Desiree Cannon,Enhance Cutting-Edge Markets,CSE-307_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20097_Enrolment_CSE-925,BSc Computer Science,Desiree Cannon,E-Enable Strategic Info-Mediaries,CSE-925_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20097_Enrolment_CSE-223,BSc Computer Science,Desiree Cannon,Facilitate Cutting-Edge Experiences,CSE-223_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20097_Enrolment_CSE-839,BSc Computer Science,Desiree Cannon,Mesh B2C Relationships,CSE-839_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20097_Enrolment_CSE-273,BSc Computer Science,Desiree Cannon,Leverage End-To-End Methodologies,CSE-273_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20097_Enrolment_CSE-931,BSc Computer Science,Desiree Cannon,Deploy Holistic Mindshare,CSE-931_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20097_Enrolment_CSE-926,BSc Computer Science,Desiree Cannon,Extend Real-Time Solutions,CSE-926_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20098_Enrolment_CSE-191,BSc Computer Science,Valerie Guzman,Mesh Extensible Systems,CSE-191_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20098_Enrolment_CSE-181,BSc Computer Science,Valerie Guzman,Orchestrate Extensible Vortals,CSE-181_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20098_Enrolment_CSE-798,BSc Computer Science,Valerie Guzman,Enable Cross-Platform Methodologies,CSE-798_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20098_Enrolment_CSE-307,BSc Computer Science,Valerie Guzman,Enhance Cutting-Edge Markets,CSE-307_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20098_Enrolment_CSE-925,BSc Computer Science,Valerie Guzman,E-Enable Strategic Info-Mediaries,CSE-925_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20098_Enrolment_CSE-223,BSc Computer Science,Valerie Guzman,Facilitate Cutting-Edge Experiences,CSE-223_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20098_Enrolment_CSE-839,BSc Computer Science,Valerie Guzman,Mesh B2C Relationships,CSE-839_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20098_Enrolment_CSE-273,BSc Computer Science,Valerie Guzman,Leverage End-To-End Methodologies,CSE-273_Class_1,08/11/2024,06/03/2024,Sophomore,2024
ERP_20098_Enrolment_CSE-931,BSc Computer Science,Valerie Guzman,Deploy Holistic Mindshare,CSE-931_Class_1,08/11/2024,06/03/2024,Sophomore,2024
